date,day,display_name,estimated_cost_cents_max,estimated_cost_cents_min,estimated_distance_miles,estimated_duration_seconds,ride_type,time
28-Feb-18,Wednesday,Lyft Line,529,529,1.87,588,lyft_line,5:18:03
28-Feb-18,Wednesday,Lyft Lux,1967,1967,1.87,588,lyft_lux,5:18:03
28-Feb-18,Wednesday,Lyft,778,778,1.87,588,lyft,5:18:03
28-Feb-18,Wednesday,Lyft Plus,1311,1311,1.87,588,lyft_plus,5:18:03
28-Feb-18,Wednesday,Lyft Lux SUV,2757,2757,1.87,588,lyft_luxsuv,5:18:03
28-Feb-18,Wednesday,Lyft Premier,1791,1791,2.85,576,lyft_premier,5:19:04
28-Feb-18,Wednesday,Lyft Line,592,592,2.85,576,lyft_line,5:19:04
28-Feb-18,Wednesday,Lyft Lux,2340,2340,2.85,576,lyft_lux,5:19:04
28-Feb-18,Wednesday,Lyft,897,897,2.85,576,lyft,5:19:04
28-Feb-18,Wednesday,Lyft Plus,1542,1542,2.85,576,lyft_plus,5:19:04
28-Feb-18,Wednesday,Lyft Lux SUV,3163,3163,2.85,576,lyft_luxsuv,5:19:04
28-Feb-18,Wednesday,Lyft Premier,1729,1729,2.66,561,lyft_premier,5:20:04
28-Feb-18,Wednesday,Lyft Line,592,592,2.66,561,lyft_line,5:20:04
28-Feb-18,Wednesday,Lyft Lux,2258,2258,2.66,561,lyft_lux,5:20:04
28-Feb-18,Wednesday,Lyft,870,870,2.66,561,lyft,5:20:04
28-Feb-18,Wednesday,Lyft Plus,1489,1489,2.66,561,lyft_plus,5:20:04
28-Feb-18,Wednesday,Lyft Lux SUV,3072,3072,2.66,561,lyft_luxsuv,5:20:04
28-Feb-18,Wednesday,Lyft Premier,1322,1322,1.53,434,lyft_premier,5:21:03
28-Feb-18,Wednesday,Lyft Line,500,500,1.53,434,lyft_line,5:21:03
28-Feb-18,Wednesday,Lyft Lux,1725,1725,1.53,434,lyft_lux,5:21:03
28-Feb-18,Wednesday,Lyft,660,660,1.53,434,lyft,5:21:03
28-Feb-18,Wednesday,Lyft Plus,1142,1142,1.53,434,lyft_plus,5:21:03
28-Feb-18,Wednesday,Lyft Lux SUV,2635,2635,1.53,434,lyft_luxsuv,5:21:03
28-Feb-18,Wednesday,Lyft Premier,1781,1781,2.64,653,lyft_premier,5:22:04
28-Feb-18,Wednesday,Lyft Line,600,600,2.64,653,lyft_line,5:22:04
28-Feb-18,Wednesday,Lyft Lux,2315,2315,2.64,653,lyft_lux,5:22:04
28-Feb-18,Wednesday,Lyft,896,896,2.64,653,lyft,5:22:04
28-Feb-18,Wednesday,Lyft Plus,1535,1535,2.64,653,lyft_plus,5:22:04
28-Feb-18,Wednesday,Lyft Lux SUV,3136,3136,2.64,653,lyft_luxsuv,5:22:04
28-Feb-18,Wednesday,Lyft Premier,1669,1669,2.17,680,lyft_premier,5:23:03
28-Feb-18,Wednesday,Lyft Line,560,560,2.17,680,lyft_line,5:23:03
28-Feb-18,Wednesday,Lyft Lux,2157,2157,2.17,680,lyft_lux,5:23:03
28-Feb-18,Wednesday,Lyft,920,920,2.17,680,lyft,5:23:03
28-Feb-18,Wednesday,Lyft Plus,1442,1442,2.17,680,lyft_plus,5:23:03
28-Feb-18,Wednesday,Lyft Lux SUV,2965,2965,2.17,680,lyft_luxsuv,5:23:03
28-Feb-18,Wednesday,Lyft Premier,1929,1929,3.07,675,lyft_premier,5:24:02
28-Feb-18,Wednesday,Lyft Line,658,658,3.07,675,lyft_line,5:24:02
28-Feb-18,Wednesday,Lyft Lux,2509,2509,3.07,675,lyft_lux,5:24:02
28-Feb-18,Wednesday,Lyft,968,968,3.07,675,lyft,5:24:02
28-Feb-18,Wednesday,Lyft Plus,1663,1663,3.07,675,lyft_plus,5:24:02
28-Feb-18,Wednesday,Lyft Lux SUV,3347,3347,3.07,675,lyft_luxsuv,5:24:02
28-Feb-18,Wednesday,Lyft Premier,1939,1939,3.01,731,lyft_premier,5:25:03
28-Feb-18,Wednesday,Lyft Line,640,640,3.01,731,lyft_line,5:25:03
28-Feb-18,Wednesday,Lyft Lux,2516,2516,3.01,731,lyft_lux,5:25:03
28-Feb-18,Wednesday,Lyft,970,970,3.01,731,lyft,5:25:03
28-Feb-18,Wednesday,Lyft Plus,1671,1671,3.01,731,lyft_plus,5:25:03
28-Feb-18,Wednesday,Lyft Lux SUV,3356,3356,3.01,731,lyft_luxsuv,5:25:03
28-Feb-18,Wednesday,Lyft Premier,1875,1875,2.87,699,lyft_premier,5:26:03
28-Feb-18,Wednesday,Lyft Line,629,629,2.87,699,lyft_line,5:26:03
28-Feb-18,Wednesday,Lyft Lux,2435,2435,2.87,699,lyft_lux,5:26:03
28-Feb-18,Wednesday,Lyft,939,939,2.87,699,lyft,5:26:03
28-Feb-18,Wednesday,Lyft Plus,1615,1615,2.87,699,lyft_plus,5:26:03
28-Feb-18,Wednesday,Lyft Lux SUV,3268,3268,2.87,699,lyft_luxsuv,5:26:03
28-Feb-18,Wednesday,Lyft Premier,1563,1563,2.37,434,lyft_premier,5:27:03
28-Feb-18,Wednesday,Lyft Line,561,561,2.37,434,lyft_line,5:27:03
28-Feb-18,Wednesday,Lyft Lux,2051,2051,2.37,434,lyft_lux,5:27:03
28-Feb-18,Wednesday,Lyft,857,857,2.37,434,lyft,5:27:03
28-Feb-18,Wednesday,Lyft Plus,1347,1347,2.37,434,lyft_plus,5:27:03
28-Feb-18,Wednesday,Lyft Lux SUV,2846,2846,2.37,434,lyft_luxsuv,5:27:03
28-Feb-18,Wednesday,Lyft Premier,1516,1516,1.94,554,lyft_premier,5:28:03
28-Feb-18,Wednesday,Lyft Line,520,520,1.94,554,lyft_line,5:28:03
28-Feb-18,Wednesday,Lyft Lux,1970,1970,1.94,554,lyft_lux,5:28:03
28-Feb-18,Wednesday,Lyft,776,776,1.94,554,lyft,5:28:03
28-Feb-18,Wednesday,Lyft Plus,1309,1309,1.94,554,lyft_plus,5:28:03
28-Feb-18,Wednesday,Lyft Lux SUV,2760,2760,1.94,554,lyft_luxsuv,5:28:03
28-Feb-18,Wednesday,Lyft Premier,1664,1664,2.17,682,lyft_premier,5:29:03
28-Feb-18,Wednesday,Lyft Line,590,590,2.17,682,lyft_line,5:29:03
28-Feb-18,Wednesday,Lyft Lux,2152,2152,2.17,682,lyft_lux,5:29:03
28-Feb-18,Wednesday,Lyft,983,983,2.17,682,lyft,5:29:03
28-Feb-18,Wednesday,Lyft Plus,1437,1437,2.17,682,lyft_plus,5:29:03
28-Feb-18,Wednesday,Lyft Lux SUV,2960,2960,2.17,682,lyft_luxsuv,5:29:03
28-Feb-18,Wednesday,Lyft Premier,1382,1382,1.71,447,lyft_premier,5:30:03
28-Feb-18,Wednesday,Lyft Line,499,499,1.71,447,lyft_line,5:30:03
28-Feb-18,Wednesday,Lyft Lux,1804,1804,1.71,447,lyft_lux,5:30:03
28-Feb-18,Wednesday,Lyft,713,713,1.71,447,lyft,5:30:03
28-Feb-18,Wednesday,Lyft Plus,1193,1193,1.71,447,lyft_plus,5:30:03
28-Feb-18,Wednesday,Lyft Lux SUV,2635,2635,1.71,447,lyft_luxsuv,5:30:03
28-Feb-18,Wednesday,Lyft Premier,1572,1572,2.15,550,lyft_premier,5:31:03
28-Feb-18,Wednesday,Lyft Line,730,730,2.15,550,lyft_line,5:31:03
28-Feb-18,Wednesday,Lyft Lux,2047,2047,2.15,550,lyft_lux,5:31:03
28-Feb-18,Wednesday,Lyft,961,961,2.15,550,lyft,5:31:03
28-Feb-18,Wednesday,Lyft Plus,1357,1357,2.15,550,lyft_plus,5:31:03
28-Feb-18,Wednesday,Lyft Lux SUV,2844,2844,2.15,550,lyft_luxsuv,5:31:03
28-Feb-18,Wednesday,Lyft Premier,2061,2061,3.45,730,lyft_premier,5:32:05
28-Feb-18,Wednesday,Lyft Line,901,901,3.45,730,lyft_line,5:32:05
28-Feb-18,Wednesday,Lyft Lux,2683,2683,3.45,730,lyft_lux,5:32:05
28-Feb-18,Wednesday,Lyft,1237,1237,3.45,730,lyft,5:32:05
28-Feb-18,Wednesday,Lyft Plus,1774,1774,3.45,730,lyft_plus,5:32:05
28-Feb-18,Wednesday,Lyft Lux SUV,3539,3539,3.45,730,lyft_luxsuv,5:32:05
28-Feb-18,Wednesday,Lyft Premier,1829,1829,2.73,682,lyft_premier,5:33:03
28-Feb-18,Wednesday,Lyft Line,607,607,2.73,682,lyft_line,5:33:03
28-Feb-18,Wednesday,Lyft Lux,2374,2374,2.73,682,lyft_lux,5:33:03
28-Feb-18,Wednesday,Lyft,920,920,2.73,682,lyft,5:33:03
28-Feb-18,Wednesday,Lyft Plus,1577,1577,2.73,682,lyft_plus,5:33:03
28-Feb-18,Wednesday,Lyft Lux SUV,3201,3201,2.73,682,lyft_luxsuv,5:33:03
28-Feb-18,Wednesday,Lyft Premier,2069,2069,3.29,813,lyft_premier,5:34:04
28-Feb-18,Wednesday,Lyft Line,699,699,3.29,813,lyft_line,5:34:04
28-Feb-18,Wednesday,Lyft Lux,2682,2682,3.29,813,lyft_lux,5:34:04
28-Feb-18,Wednesday,Lyft,1028,1028,3.29,813,lyft,5:34:04
28-Feb-18,Wednesday,Lyft Plus,1782,1782,3.29,813,lyft_plus,5:34:04
28-Feb-18,Wednesday,Lyft Lux SUV,3538,3538,3.29,813,lyft_luxsuv,5:34:04
28-Feb-18,Wednesday,Lyft Premier,2065,2065,3.45,735,lyft_premier,5:35:03
28-Feb-18,Wednesday,Lyft Line,903,903,3.45,735,lyft_line,5:35:03
28-Feb-18,Wednesday,Lyft Lux,2688,2688,3.45,735,lyft_lux,5:35:03
28-Feb-18,Wednesday,Lyft,1240,1240,3.45,735,lyft,5:35:03
28-Feb-18,Wednesday,Lyft Plus,1778,1778,3.45,735,lyft_plus,5:35:03
28-Feb-18,Wednesday,Lyft Lux SUV,3544,3544,3.45,735,lyft_luxsuv,5:35:03
28-Feb-18,Wednesday,Lyft Premier,1375,1375,1.77,410,lyft_premier,5:36:04
28-Feb-18,Wednesday,Lyft Line,482,482,1.77,410,lyft_line,5:36:04
28-Feb-18,Wednesday,Lyft Lux,1801,1801,1.77,410,lyft_lux,5:36:04
28-Feb-18,Wednesday,Lyft,709,709,1.77,410,lyft,5:36:04
28-Feb-18,Wednesday,Lyft Plus,1187,1187,1.77,410,lyft_plus,5:36:04
28-Feb-18,Wednesday,Lyft Lux SUV,2635,2635,1.77,410,lyft_luxsuv,5:36:04
28-Feb-18,Wednesday,Lyft Premier,1822,1822,2.89,607,lyft_premier,5:37:03
28-Feb-18,Wednesday,Lyft Line,593,593,2.89,607,lyft_line,5:37:03
28-Feb-18,Wednesday,Lyft Lux,2378,2378,2.89,607,lyft_lux,5:37:03
28-Feb-18,Wednesday,Lyft,912,912,2.89,607,lyft,5:37:03
28-Feb-18,Wednesday,Lyft Plus,1569,1569,2.89,607,lyft_plus,5:37:03
28-Feb-18,Wednesday,Lyft Lux SUV,3204,3204,2.89,607,lyft_luxsuv,5:37:03
28-Feb-18,Wednesday,Lyft Premier,2223,2223,3.84,806,lyft_premier,5:38:03
28-Feb-18,Wednesday,Lyft Line,734,734,3.84,806,lyft_line,5:38:03
28-Feb-18,Wednesday,Lyft Lux,2891,2891,3.84,806,lyft_lux,5:38:03
28-Feb-18,Wednesday,Lyft,1096,1096,3.84,806,lyft,5:38:03
28-Feb-18,Wednesday,Lyft Plus,1912,1912,3.84,806,lyft_plus,5:38:03
28-Feb-18,Wednesday,Lyft Lux SUV,3766,3766,3.84,806,lyft_luxsuv,5:38:03
28-Feb-18,Wednesday,Lyft Premier,1534,1534,2.24,451,lyft_premier,5:39:04
28-Feb-18,Wednesday,Lyft Line,530,530,2.24,451,lyft_line,5:39:04
28-Feb-18,Wednesday,Lyft Lux,2011,2011,2.24,451,lyft_lux,5:39:04
28-Feb-18,Wednesday,Lyft,780,780,2.24,451,lyft,5:39:04
28-Feb-18,Wednesday,Lyft Plus,1323,1323,2.24,451,lyft_plus,5:39:04
28-Feb-18,Wednesday,Lyft Lux SUV,2802,2802,2.24,451,lyft_luxsuv,5:39:04
28-Feb-18,Wednesday,Lyft Premier,1834,1834,2.78,673,lyft_premier,5:40:03
28-Feb-18,Wednesday,Lyft Line,616,616,2.78,673,lyft_line,5:40:03
28-Feb-18,Wednesday,Lyft Lux,2383,2383,2.78,673,lyft_lux,5:40:03
28-Feb-18,Wednesday,Lyft,920,920,2.78,673,lyft,5:40:03
28-Feb-18,Wednesday,Lyft Plus,1580,1580,2.78,673,lyft_plus,5:40:03
28-Feb-18,Wednesday,Lyft Lux SUV,3211,3211,2.78,673,lyft_luxsuv,5:40:03
28-Feb-18,Wednesday,Lyft Premier,2073,2073,3.26,828,lyft_premier,5:41:03
28-Feb-18,Wednesday,Lyft Line,680,680,3.26,828,lyft_line,5:41:03
28-Feb-18,Wednesday,Lyft Lux,2684,2684,3.26,828,lyft_lux,5:41:03
28-Feb-18,Wednesday,Lyft,1031,1031,3.26,828,lyft,5:41:03
28-Feb-18,Wednesday,Lyft Plus,1786,1786,3.26,828,lyft_plus,5:41:03
28-Feb-18,Wednesday,Lyft Lux SUV,3541,3541,3.26,828,lyft_luxsuv,5:41:03
28-Feb-18,Wednesday,Lyft Premier,1597,1597,2.22,556,lyft_premier,5:42:03
28-Feb-18,Wednesday,Lyft Line,552,552,2.22,556,lyft_line,5:42:03
28-Feb-18,Wednesday,Lyft Lux,2080,2080,2.22,556,lyft_lux,5:42:03
28-Feb-18,Wednesday,Lyft,812,812,2.22,556,lyft,5:42:03
28-Feb-18,Wednesday,Lyft Plus,1378,1378,2.22,556,lyft_plus,5:42:03
28-Feb-18,Wednesday,Lyft Lux SUV,2879,2879,2.22,556,lyft_luxsuv,5:42:03
28-Feb-18,Wednesday,Lyft Premier,1920,1920,3.06,682,lyft_premier,5:43:02
28-Feb-18,Wednesday,Lyft Line,653,653,3.06,682,lyft_line,5:43:02
28-Feb-18,Wednesday,Lyft Lux,2499,2499,3.06,682,lyft_lux,5:43:02
28-Feb-18,Wednesday,Lyft,960,960,3.06,682,lyft,5:43:02
28-Feb-18,Wednesday,Lyft Plus,1654,1654,3.06,682,lyft_plus,5:43:02
28-Feb-18,Wednesday,Lyft Lux SUV,3337,3337,3.06,682,lyft_luxsuv,5:43:02
28-Feb-18,Wednesday,Lyft Premier,1561,1561,2.02,587,lyft_premier,5:44:03
28-Feb-18,Wednesday,Lyft Line,526,526,2.02,587,lyft_line,5:44:03
28-Feb-18,Wednesday,Lyft Lux,2026,2026,2.02,587,lyft_lux,5:44:03
28-Feb-18,Wednesday,Lyft,797,797,2.02,587,lyft,5:44:03
28-Feb-18,Wednesday,Lyft Plus,1347,1347,2.02,587,lyft_plus,5:44:03
28-Feb-18,Wednesday,Lyft Lux SUV,2821,2821,2.02,587,lyft_luxsuv,5:44:03
28-Feb-18,Wednesday,Lyft Premier,1682,1682,2.3,650,lyft_premier,5:45:03
28-Feb-18,Wednesday,Lyft Line,580,580,2.3,650,lyft_line,5:45:03
28-Feb-18,Wednesday,Lyft Lux,2181,2181,2.3,650,lyft_lux,5:45:03
28-Feb-18,Wednesday,Lyft,853,853,2.3,650,lyft,5:45:03
28-Feb-18,Wednesday,Lyft Plus,1451,1451,2.3,650,lyft_plus,5:45:03
28-Feb-18,Wednesday,Lyft Lux SUV,2991,2991,2.3,650,lyft_luxsuv,5:45:03
28-Feb-18,Wednesday,Lyft Premier,1765,1765,2.71,600,lyft_premier,5:46:03
28-Feb-18,Wednesday,Lyft Line,603,603,2.71,600,lyft_line,5:46:03
28-Feb-18,Wednesday,Lyft Lux,2301,2301,2.71,600,lyft_lux,5:46:03
28-Feb-18,Wednesday,Lyft,887,887,2.71,600,lyft,5:46:03
28-Feb-18,Wednesday,Lyft Plus,1521,1521,2.71,600,lyft_plus,5:46:03
28-Feb-18,Wednesday,Lyft Lux SUV,3121,3121,2.71,600,lyft_luxsuv,5:46:03
28-Feb-18,Wednesday,Lyft Premier,1674,1674,2.45,574,lyft_premier,5:47:04
28-Feb-18,Wednesday,Lyft Line,575,575,2.45,574,lyft_line,5:47:04
28-Feb-18,Wednesday,Lyft Lux,2181,2181,2.45,574,lyft_lux,5:47:04
28-Feb-18,Wednesday,Lyft,846,846,2.45,574,lyft,5:47:04
28-Feb-18,Wednesday,Lyft Plus,1443,1443,2.45,574,lyft_plus,5:47:04
28-Feb-18,Wednesday,Lyft Lux SUV,2990,2990,2.45,574,lyft_luxsuv,5:47:04
28-Feb-18,Wednesday,Lyft Premier,1872,1872,2.95,654,lyft_premier,5:48:03
28-Feb-18,Wednesday,Lyft Line,618,618,2.95,654,lyft_line,5:48:03
28-Feb-18,Wednesday,Lyft Lux,2438,2438,2.95,654,lyft_lux,5:48:03
28-Feb-18,Wednesday,Lyft,936,936,2.95,654,lyft,5:48:03
28-Feb-18,Wednesday,Lyft Plus,1612,1612,2.95,654,lyft_plus,5:48:03
28-Feb-18,Wednesday,Lyft Lux SUV,3270,3270,2.95,654,lyft_luxsuv,5:48:03
28-Feb-18,Wednesday,Lyft Premier,1342,1342,1.54,464,lyft_premier,5:49:03
28-Feb-18,Wednesday,Lyft Line,487,487,1.54,464,lyft_line,5:49:03
28-Feb-18,Wednesday,Lyft Lux,1748,1748,1.54,464,lyft_lux,5:49:03
28-Feb-18,Wednesday,Lyft,696,696,1.54,464,lyft,5:49:03
28-Feb-18,Wednesday,Lyft Plus,1160,1160,1.54,464,lyft_plus,5:49:03
28-Feb-18,Wednesday,Lyft Lux SUV,2635,2635,1.54,464,lyft_luxsuv,5:49:03
28-Feb-18,Wednesday,Lyft Premier,1456,1456,1.74,543,lyft_premier,5:50:03
28-Feb-18,Wednesday,Lyft Line,517,517,1.74,543,lyft_line,5:50:03
28-Feb-18,Wednesday,Lyft Lux,1889,1889,1.74,543,lyft_lux,5:50:03
28-Feb-18,Wednesday,Lyft,694,694,1.74,543,lyft,5:50:03
28-Feb-18,Wednesday,Lyft Plus,1259,1259,1.74,543,lyft_plus,5:50:03
28-Feb-18,Wednesday,Lyft Lux SUV,2671,2671,1.74,543,lyft_luxsuv,5:50:03
28-Feb-18,Wednesday,Lyft Premier,1792,1792,2.85,576,lyft_premier,5:51:04
28-Feb-18,Wednesday,Lyft Line,601,601,2.85,576,lyft_line,5:51:04
28-Feb-18,Wednesday,Lyft Lux,2341,2341,2.85,576,lyft_lux,5:51:04
28-Feb-18,Wednesday,Lyft,897,897,2.85,576,lyft,5:51:04
28-Feb-18,Wednesday,Lyft Plus,1543,1543,2.85,576,lyft_plus,5:51:04
28-Feb-18,Wednesday,Lyft Lux SUV,3163,3163,2.85,576,lyft_luxsuv,5:51:04
28-Feb-18,Wednesday,Lyft Premier,1708,1708,2.44,629,lyft_premier,5:52:03
28-Feb-18,Wednesday,Lyft Line,380,380,2.44,629,lyft_line,5:52:03
28-Feb-18,Wednesday,Lyft Lux,2219,2219,2.44,629,lyft_lux,5:52:03
28-Feb-18,Wednesday,Lyft,863,863,2.44,629,lyft,5:52:03
28-Feb-18,Wednesday,Lyft Plus,1473,1473,2.44,629,lyft_plus,5:52:03
28-Feb-18,Wednesday,Lyft Lux SUV,3032,3032,2.44,629,lyft_luxsuv,5:52:03
28-Feb-18,Wednesday,Lyft Premier,1642,1642,2.11,668,lyft_premier,5:53:03
28-Feb-18,Wednesday,Lyft Line,561,561,2.11,668,lyft_line,5:53:03
28-Feb-18,Wednesday,Lyft Lux,2123,2123,2.11,668,lyft_lux,5:53:03
28-Feb-18,Wednesday,Lyft,838,838,2.11,668,lyft,5:53:03
28-Feb-18,Wednesday,Lyft Plus,1418,1418,2.11,668,lyft_plus,5:53:03
28-Feb-18,Wednesday,Lyft Lux SUV,2927,2927,2.11,668,lyft_luxsuv,5:53:03
28-Feb-18,Wednesday,Lyft Premier,2057,2057,3.37,755,lyft_premier,5:54:05
28-Feb-18,Wednesday,Lyft Line,715,715,3.37,755,lyft_line,5:54:05
28-Feb-18,Wednesday,Lyft Lux,2674,2674,3.37,755,lyft_lux,5:54:05
28-Feb-18,Wednesday,Lyft,1022,1022,3.37,755,lyft,5:54:05
28-Feb-18,Wednesday,Lyft Plus,1772,1772,3.37,755,lyft_plus,5:54:05
28-Feb-18,Wednesday,Lyft Lux SUV,3528,3528,3.37,755,lyft_luxsuv,5:54:05
28-Feb-18,Wednesday,Lyft Premier,1738,1738,2.49,657,lyft_premier,5:55:04
28-Feb-18,Wednesday,Lyft Line,670,670,2.49,657,lyft_line,5:55:04
28-Feb-18,Wednesday,Lyft Lux,2257,2257,2.49,657,lyft_lux,5:55:04
28-Feb-18,Wednesday,Lyft,913,913,2.49,657,lyft,5:55:04
28-Feb-18,Wednesday,Lyft Plus,1499,1499,2.49,657,lyft_plus,5:55:04
28-Feb-18,Wednesday,Lyft Lux SUV,3073,3073,2.49,657,lyft_luxsuv,5:55:04
28-Feb-18,Wednesday,Lyft Premier,1328,1328,1.39,508,lyft_premier,5:56:03
28-Feb-18,Wednesday,Lyft Line,540,540,1.39,508,lyft_line,5:56:03
28-Feb-18,Wednesday,Lyft Lux,1723,1723,1.39,508,lyft_lux,5:56:03
28-Feb-18,Wednesday,Lyft,666,666,1.39,508,lyft,5:56:03
28-Feb-18,Wednesday,Lyft Plus,1149,1149,1.39,508,lyft_plus,5:56:03
28-Feb-18,Wednesday,Lyft Lux SUV,2635,2635,1.39,508,lyft_luxsuv,5:56:03
28-Feb-18,Wednesday,Lyft Premier,1459,1459,1.7,572,lyft_premier,5:57:03
28-Feb-18,Wednesday,Lyft Line,511,511,1.7,572,lyft_line,5:57:03
28-Feb-18,Wednesday,Lyft Lux,1890,1890,1.7,572,lyft_lux,5:57:03
28-Feb-18,Wednesday,Lyft,752,752,1.7,572,lyft,5:57:03
28-Feb-18,Wednesday,Lyft Plus,1261,1261,1.7,572,lyft_plus,5:57:03
28-Feb-18,Wednesday,Lyft Lux SUV,2673,2673,1.7,572,lyft_luxsuv,5:57:03
28-Feb-18,Wednesday,Lyft Premier,1686,1686,2.29,663,lyft_premier,5:58:03
28-Feb-18,Wednesday,Lyft Line,555,555,2.29,663,lyft_line,5:58:03
28-Feb-18,Wednesday,Lyft Lux,2185,2185,2.29,663,lyft_lux,5:58:03
28-Feb-18,Wednesday,Lyft,994,994,2.29,663,lyft,5:58:03
28-Feb-18,Wednesday,Lyft Plus,1455,1455,2.29,663,lyft_plus,5:58:03
28-Feb-18,Wednesday,Lyft Lux SUV,2996,2996,2.29,663,lyft_luxsuv,5:58:03
28-Feb-18,Wednesday,Lyft Premier,1673,1673,2.33,625,lyft_premier,5:59:03
28-Feb-18,Wednesday,Lyft Line,631,631,2.33,625,lyft_line,5:59:03
28-Feb-18,Wednesday,Lyft Lux,2173,2173,2.33,625,lyft_lux,5:59:03
28-Feb-18,Wednesday,Lyft,745,745,2.33,625,lyft,5:59:03
28-Feb-18,Wednesday,Lyft Plus,1444,1444,2.33,625,lyft_plus,5:59:03
28-Feb-18,Wednesday,Lyft Lux SUV,2982,2982,2.33,625,lyft_luxsuv,5:59:03
28-Feb-18,Wednesday,Lyft Premier,1852,1852,2.8,694,lyft_premier,6:01:04
28-Feb-18,Wednesday,Lyft Line,622,622,2.8,694,lyft_line,6:01:04
28-Feb-18,Wednesday,Lyft Lux,2406,2406,2.8,694,lyft_lux,6:01:04
28-Feb-18,Wednesday,Lyft,929,929,2.8,694,lyft,6:01:04
28-Feb-18,Wednesday,Lyft Plus,1596,1596,2.8,694,lyft_plus,6:01:04
28-Feb-18,Wednesday,Lyft Lux SUV,3236,3236,2.8,694,lyft_luxsuv,6:01:04
28-Feb-18,Wednesday,Lyft Premier,1492,1492,1.86,554,lyft_premier,6:02:03
28-Feb-18,Wednesday,Lyft Line,513,513,1.86,554,lyft_line,6:02:03
28-Feb-18,Wednesday,Lyft Lux,1938,1938,1.86,554,lyft_lux,6:02:03
28-Feb-18,Wednesday,Lyft,766,766,1.86,554,lyft,6:02:03
28-Feb-18,Wednesday,Lyft Plus,1289,1289,1.86,554,lyft_plus,6:02:03
28-Feb-18,Wednesday,Lyft Lux SUV,2725,2725,1.86,554,lyft_luxsuv,6:02:03
28-Feb-18,Wednesday,Lyft Premier,1703,1703,2.19,732,lyft_premier,6:03:03
28-Feb-18,Wednesday,Lyft Line,623,623,2.19,732,lyft_line,6:03:03
28-Feb-18,Wednesday,Lyft Lux,2197,2197,2.19,732,lyft_lux,6:03:03
28-Feb-18,Wednesday,Lyft,865,865,2.19,732,lyft,6:03:03
28-Feb-18,Wednesday,Lyft Plus,1471,1471,2.19,732,lyft_plus,6:03:03
28-Feb-18,Wednesday,Lyft Lux SUV,3010,3010,2.19,732,lyft_luxsuv,6:03:03
28-Feb-18,Wednesday,Lyft Premier,1596,1596,2.15,585,lyft_premier,6:04:04
28-Feb-18,Wednesday,Lyft Line,520,520,2.15,585,lyft_line,6:04:04
28-Feb-18,Wednesday,Lyft Lux,2074,2074,2.15,585,lyft_lux,6:04:04
28-Feb-18,Wednesday,Lyft,812,812,2.15,585,lyft,6:04:04
28-Feb-18,Wednesday,Lyft Plus,1377,1377,2.15,585,lyft_plus,6:04:04
28-Feb-18,Wednesday,Lyft Lux SUV,2873,2873,2.15,585,lyft_luxsuv,6:04:04
28-Feb-18,Wednesday,Lyft Premier,1538,1538,1.83,638,lyft_premier,6:05:03
28-Feb-18,Wednesday,Lyft Line,458,458,1.83,638,lyft_line,6:05:03
28-Feb-18,Wednesday,Lyft Lux,1988,1988,1.83,638,lyft_lux,6:05:03
28-Feb-18,Wednesday,Lyft,789,789,1.83,638,lyft,6:05:03
28-Feb-18,Wednesday,Lyft Plus,1329,1329,1.83,638,lyft_plus,6:05:03
28-Feb-18,Wednesday,Lyft Lux SUV,2780,2780,1.83,638,lyft_luxsuv,6:05:03
28-Feb-18,Wednesday,Lyft Premier,1910,1910,2.76,802,lyft_premier,6:06:03
28-Feb-18,Wednesday,Lyft Line,623,623,2.76,802,lyft_line,6:06:03
28-Feb-18,Wednesday,Lyft Lux,2468,2468,2.76,802,lyft_lux,6:06:03
28-Feb-18,Wednesday,Lyft,959,959,2.76,802,lyft,6:06:03
28-Feb-18,Wednesday,Lyft Plus,1647,1647,2.76,802,lyft_plus,6:06:03
28-Feb-18,Wednesday,Lyft Lux SUV,3305,3305,2.76,802,lyft_luxsuv,6:06:03
28-Feb-18,Wednesday,Lyft Premier,1756,1756,2.74,571,lyft_premier,6:07:03
28-Feb-18,Wednesday,Lyft Line,582,582,2.74,571,lyft_line,6:07:03
28-Feb-18,Wednesday,Lyft Lux,2293,2293,2.74,571,lyft_lux,6:07:03
28-Feb-18,Wednesday,Lyft,882,882,2.74,571,lyft,6:07:03
28-Feb-18,Wednesday,Lyft Plus,1512,1512,2.74,571,lyft_plus,6:07:03
28-Feb-18,Wednesday,Lyft Lux SUV,3111,3111,2.74,571,lyft_luxsuv,6:07:03
28-Feb-18,Wednesday,Lyft Premier,2327,2327,3.65,1027,lyft_premier,6:08:03
28-Feb-18,Wednesday,Lyft Line,753,753,3.65,1027,lyft_line,6:08:03
28-Feb-18,Wednesday,Lyft Lux,2994,2994,3.65,1027,lyft_lux,6:08:03
28-Feb-18,Wednesday,Lyft,1159,1159,3.65,1027,lyft,6:08:03
28-Feb-18,Wednesday,Lyft Plus,2007,2007,3.65,1027,lyft_plus,6:08:03
28-Feb-18,Wednesday,Lyft Lux SUV,3880,3880,3.65,1027,lyft_luxsuv,6:08:03
28-Feb-18,Wednesday,Lyft Premier,1897,1897,2.81,747,lyft_premier,6:09:03
28-Feb-18,Wednesday,Lyft Line,611,611,2.81,747,lyft_line,6:09:03
28-Feb-18,Wednesday,Lyft Lux,2456,2456,2.81,747,lyft_lux,6:09:03
